"state","id","category","title","body","amenities","bathrooms","bedrooms","currency","fee","has_photo","pets_allowed","price","price_display","price_type","square_feet","address","cityname","latitude","longitude","source","time","Average_Income","Percent_Change"
"AZ",5668619624,"housing/rent/apartment","One BR 1830 S. Milton","This unit is located at 1830 S. Milton, Flagstaff, 86001, AZMonthly rental rates range from $1375We have 1 beds units available for rent Apartment features include:-- Dishwasher- Garbage Disposal- In-Unit Laundry- Balcony, Deck, Patio- Surface Parking- Refrigerator- Fitness facilities- Sheltered parking","Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Patio/Deck,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",1375,"$1,375","Monthly",530,"1830 S Milton","Flagstaff",35.1825,-111.6031,"RentLingo",1577358939,"$56,667","2.13%"
"AZ",5668616971,"housing/rent/apartment","One BR 18350 North 32nd Street","This unit is located at 18350 North 32nd Street, Phoenix, 85032, AZMonthly rental rates range from $1435 - $1540We have one - two beds units available for rent Apartment features include:-- Storage- Fitness facilities- Pool","Pool,Storage",2,1,"USD","No","Thumbnail","Cats,Dogs",1435,"$1,435","Monthly",969,"18350 North 32nd St","Phoenix",33.5178,-112.0848,"RentLingo",1577358760,"$56,667","2.13%"
"AZ",5668611410,"housing/rent/apartment","Two BR 7205 West Mcdowell Road","This unit is located at 7205 West Mcdowell Road, Phoenix, 85035, AZMonthly rental rates range from $1215 - $1405We have two - three beds units available for rent Apartment features include:-- Fitness facilities- Dishwasher- Fireplace- Sheltered parking- Pool","Dishwasher,Fireplace,Parking,Pool",2,2,"USD","No","Thumbnail","Cats,Dogs",1215,"$1,215","Monthly",1198,"7205 West McDowell Rd","Phoenix",33.5178,-112.0848,"RentLingo",1577358416,"$56,667","2.13%"
"AZ",5668611395,"housing/rent/apartment","One BR 1817 North Dobson Road","This unit is located at 1817 North Dobson Road, Chandler, 85224, AZMonthly rental rates range from $1155 - $1695We have one - three beds units available for rent Apartment features include:-- Fitness facilities- Pool- Business facility","Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1155,"$1,155","Monthly",811,"1817 North Dobson Rd","Chandler",33.3029,-111.8667,"RentLingo",1577358415,"$56,667","2.13%"
"AZ",5668616731,"housing/rent/apartment","One BR 2525 North Los Altos Ave.","This unit is located at 2525 North Los Altos Ave., Tucson, 85705, AZMonthly rental rates range from $560 - $950We have one - two beds units available for rent Apartment features include:-- Business facility- On-Site Laundry- Pool","Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",560,"$560","Monthly",420,"2525 North Los Altos Avenue","Tucson",32.2264,-110.9438,"RentLingo",1577358746,"$56,667","2.13%"
"AZ",5668616744,"housing/rent/apartment","One BR 1700 W. Prince Road","This unit is located at 1700 W. Prince Road, Tucson, 85705, AZMonthly rental rates range from $600 - $800We have one - two beds units available for rent Apartment features include:-- Air conditioned- Dishwasher- Sheltered parking- Pool- On-Site Laundry","Dishwasher,Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",600,"$600","Monthly",462,"1700 W Prince Rd","Tucson",32.2264,-110.9438,"RentLingo",1577358746,"$56,667","2.13%"
"AZ",5668616942,"housing/rent/apartment","One BR 15434 N 32nd St.","This unit is located at 15434 N 32nd St., Phoenix, 85032, AZMonthly rental rates range from $925 - $1070We have one - two beds units available for rent Apartment features include:-- Pool- Business facility- A/c- Sheltered parking- Fitness facilities","Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",925,"$925","Monthly",694,"15434 N 32nd St","Phoenix",33.5178,-112.0848,"RentLingo",1577358758,"$56,667","2.13%"
"AZ",5668611412,"housing/rent/apartment","Studio apartment 600 N. Fourth St.","This unit is located at 600 N. 4th St., Phoenix, 85004, AZMonthly rental rates range from $1265 - $1865We have studio - 2 beds units available for rent Apartment features include:-- Sheltered parking- Pool- Fitness facilities","Parking,Pool",1,2,"USD","No","Thumbnail","Cats,Dogs",1265,"$1,265","Monthly",672,"600 N Fourth St","Phoenix",33.5178,-112.0848,"RentLingo",1577358417,"$56,667","2.13%"
"AZ",5664577243,"housing/rent/apartment","Three BR 9135 W Berkeley Road","This unit is located at 9135 W Berkeley Road, Phoenix, 85037, AZMonthly rental rates range from $1399We have 3 beds units available for rent Apartment available amenities:-- Overhead fans- Balcony, Deck, Patio- Garbage Disposal- Central A / C- Garage - Attached- Microwave- Refrigerator- Dishwasher","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1399,"$1,399","Monthly",1568,"9135 W Berkeley Rd","Phoenix",33.5178,-112.0848,"RentLingo",1577015542,"$56,667","2.13%"
"AZ",5668616961,"housing/rent/apartment","One BR 4776 East Guadalupe Road","This unit is located at 4776 East Guadalupe Road, Gilbert, 85234, AZMonthly rental rates range from $1110 - $1255We have one - two beds units available for rent Apartment features include:-- Business facility- Sheltered parking- Pool- Fitness facilities","Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1110,"$1,110","Monthly",899,"4776 East Guadalupe Rd","Gilbert",33.3423,-111.7755,"RentLingo",1577358760,"$56,667","2.13%"
"AZ",5668616721,"housing/rent/apartment","One BR 520 W. Prince Road","This unit is located at 520 W. Prince Road, Tucson, 85705, AZMonthly rental rates range from $560 - $670We have one - two beds units available for rent Apartment features include:-- On Bus Line- Refrigerator- On-Site Laundry- Pool- Sheltered parking","Parking,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",560,"$560","Monthly",463,"520 W Prince Rd","Tucson",32.2264,-110.9438,"RentLingo",1577358745,"$56,667","2.13%"
"AZ",5668611406,"housing/rent/apartment","One BR 2433 West Main Street","This unit is located at 2433 West Main Street, Mesa, 85201, AZMonthly rental rates range from $990 - $1175We have one - two beds units available for rent Apartment features include:-- Sheltered parking- Dishwasher- Fitness facilities- Pool- Refrigerator","Dishwasher,Parking,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",990,"$990","Monthly",715,"2433 West Main St","Mesa",33.4146,-111.766,"RentLingo",1577358416,"$56,667","2.13%"
"AZ",5668617498,"housing/rent/apartment","Three BR 12537 W Hummingbird Terrace","This unit is located at 12537 W Hummingbird Terrace, Peoria, 85383, AZMonthly rental rates range from $1449We have 3 beds units available for rent Apartment features include:-- Central A / C- Dishwasher- Refrigerator- Pool- Garbage Disposal- Microwave- Overhead fans- Garage - Attached","Dishwasher,Garbage Disposal,Pool,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1449,"$1,449","Monthly",1596,"12537 W Hummingbird Terrace","Peoria",33.6047,-112.2456,"RentLingo",1577358793,"$56,667","2.13%"
"AZ",5668627289,"housing/rent/apartment","Two BR 350 E Virginia Cir","This unit is located at 350 E Virginia Cir, Phoenix, 85004, AZMonthly rental rates range from $1495We have 2 beds units available for rent","Parking,Refrigerator",1,2,"USD","No","Thumbnail","Cats,Dogs",1495,"$1,495","Monthly",1100,"350 E Virginia Circle","Phoenix",33.5178,-112.0848,"RentLingo",1577359448,"$56,667","2.13%"
"AZ",5668616726,"housing/rent/apartment","Studio apartment 7901 N. Cortaro Road","This unit is located at 7901 N. Cortaro Road, Tucson, 85743, AZMonthly rental rates range from $925 - $1450We have studio - 3 beds units available for rent Apartment features include:-- Fitness facilities- Refrigerator- In-Unit Laundry- Dishwasher- Fireplace- Balcony, Deck, Patio- Air conditioned- Pool","Cable or Satellite,Clubhouse,Dishwasher,Fireplace,Gated,Internet Access,Patio/Deck,Pool,Refrigerator",1,3,"USD","No","Thumbnail","Cats,Dogs",1194,"$1,194","Monthly",907,"7901 N Cortaro Rd","Tucson",32.2264,-110.9438,"RentLingo",1577358745,"$56,667","2.13%"
"AZ",5668625175,"housing/rent/apartment","Three BR 16586 W Polk Street","This unit is located at 16586 W Polk Street, Goodyear, 85338, AZMonthly rental rates range from $1399We have 3 beds units available for rent Apartment features include:-- Overhead fans- Refrigerator- Central A / C- Balcony, Deck, Patio- Garbage Disposal- Microwave- Dishwasher- Garage - Attached","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1399,"$1,399","Monthly",2024,"16586 W Polk St","Goodyear",33.4373,-112.3818,"RentLingo",1577359297,"$56,667","2.13%"
"AZ",5668623407,"housing/rent/apartment","Studio apartment 919 N. Stone Ave","This unit is located at 919 N. Stone Ave, Tucson, 85705, AZMonthly rental rates range from $625We have studio units available for rent Apartment features include:-- Balcony, Deck, Patio- Pool- Public Transportation- Air conditioned- On-Site Laundry- Refrigerator- Fitness facilities- Furnished","Hot Tub,Parking,Patio/Deck,Pool,Refrigerator,View",1,0,"USD","No","Thumbnail","None",625,"$625","Monthly",336,"919 N Stone Avenue","Tucson",32.2264,-110.9438,"RentLingo",1577359175,"$56,667","2.13%"
"AZ",5668629260,"housing/rent/apartment","Four BR 2709 E Sylvia St","This unit is located at 2709 E Sylvia St, Phoenix, 85032, AZMonthly rental rates range from $1300We have 4 beds units available for rent","Dishwasher,Parking,Pool,Refrigerator",2,4,"USD","No","Thumbnail","Cats,Dogs",1300,"$1,300","Monthly",1840,"2709 E Sylvia St","Phoenix",33.5178,-112.0848,"RentLingo",1577359604,"$56,667","2.13%"
"AZ",5668611399,"housing/rent/apartment","One BR 2550 S San Tan Village Pkwy","This unit is located at 2550 S San Tan Village Pkwy, Gilbert, 85295, AZMonthly rental rates range from $1220 - $1565We have one - two beds units available for rent Apartment features include:-- Pool- Fitness facilities- Sheltered parking","Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1220,"$1,220","Monthly",739,"2550 S San Tan Village Parkway","Gilbert",33.3423,-111.7755,"RentLingo",1577358415,"$56,667","2.13%"
"AZ",5664577262,"housing/rent/apartment","Four BR 21752 W Mohave Street","This unit is located at 21752 W Mohave Street, Buckeye, 85326, AZMonthly rental rates range from $1525We have 4 beds units available for rent Apartment available amenities:-- Balcony, Deck, Patio- Garbage Disposal- Refrigerator- Dishwasher- Microwave- Central A / C- Garage - Attached- Overhead fans","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,4,"USD","No","Thumbnail","Cats,Dogs",1525,"$1,525","Monthly",2177,"21752 W Mohave St","Buckeye",33.3862,-112.5707,"RentLingo",1577015544,"$56,667","2.13%"
"AZ",5668611355,"housing/rent/apartment","Studio apartment 13300 North 88th Ave.","This unit is located at 13300 North 88th Ave., Peoria, 85381, AZMonthly rental rates range from $960 - $1400We have studio - 3 beds units available for rent Apartment features include:-- Dishwasher- Sheltered parking- Air conditioner- Pool- Fitness facilities- Business facility","Dishwasher,Parking,Pool",1,3,"USD","No","Thumbnail","Cats,Dogs",960,"$960","Monthly",474,"13300 North 88th Avenue","Peoria",33.6047,-112.2456,"RentLingo",1577358412,"$56,667","2.13%"
"AZ",5668611421,"housing/rent/apartment","One BR 1615 E. Georgia Ave.","This unit is located at 1615 E. Georgia Ave., Phoenix, 85016, AZMonthly rental rates range from $1295We have 1 beds units available for rent Apartment features include:-- Sheltered parking","Parking",1,1,"USD","No","Thumbnail","Cats,Dogs",1295,"$1,295","Monthly",708,"1615 E Georgia Avenue","Phoenix",33.5178,-112.0848,"RentLingo",1577358417,"$56,667","2.13%"
"AZ",5668616950,"housing/rent/apartment","Studio apartment 2506 W Dunlap Ave","This unit is located at 2506 W Dunlap Ave, Phoenix, 85021, AZMonthly rental rates range from $935 - $1120We have studio - 2 beds units available for rent Apartment features include:-- Pool- Fitness facilities- Dishwasher- Air conditioned- Balcony, Deck, Patio","Dishwasher,Patio/Deck,Pool",1,2,"USD","No","Thumbnail","Cats,Dogs",935,"$935","Monthly",502,"2506 W Dunlap Avenue","Phoenix",33.5178,-112.0848,"RentLingo",1577358759,"$56,667","2.13%"
"AZ",5668625165,"housing/rent/apartment","Studio apartment 3130 N 7th Avenue","This unit is located at 3130 N seventh Avenue, Phoenix, 85013, AZMonthly rental rates range from $950We have studio units available for rent Apartment features include:-- Refrigerator- On-Site Laundry- Air conditioned- Pool- Balcony, Deck, Patio- Sheltered parking- Public Transportation- Walk in Closets","Parking,Patio/Deck,Pool,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",950,"$950","Monthly",407,"3130 N 7th Ave","Phoenix",33.5178,-112.0848,"RentLingo",1577359297,"$56,667","2.13%"
"AZ",5668611426,"housing/rent/apartment","Studio apartment 1033 N. Parkside Dr.","This unit is located at 1033 N. Parkside Dr., Tempe, 85281, AZMonthly rental rates range from $1150 - $1630We have studio - 3 beds units available for rent Apartment features include:-- Internet Included- Fitness facilities- Pool- Air conditioner- Business facility- Sheltered parking","Internet Access,Parking,Pool",1,3,"USD","No","Thumbnail","Cats,Dogs",1185,"$1,185","Monthly",849,"1033 N Parkside Drive","Tempe",33.3898,-111.9272,"RentLingo",1577358418,"$56,667","2.13%"
"AZ",5668625149,"housing/rent/apartment","Three BR 7037 W Ironwood Drive","This unit is located at 7037 W Ironwood Drive, Peoria, 85345, AZMonthly rental rates range from $1475We have 3 beds units available for rent Apartment features include:-- Pool- Garbage Disposal- Dishwasher- Fireplace- Refrigerator- Microwave- Balcony, Deck, Patio- Central A / C","Dishwasher,Fireplace,Garbage Disposal,Patio/Deck,Pool,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1475,"$1,475","Monthly",1152,"7037 W Ironwood Dr","Peoria",33.6047,-112.2456,"RentLingo",1577359296,"$56,667","2.13%"
"AZ",5668611390,"housing/rent/apartment","Studio apartment 1831 East Apache Boulevard","This unit is located at 1831 East Apache Boulevard, Tempe, 85281, AZMonthly rental rates range from $1250 - $2300We have studio - 3 beds units available for rent Apartment features include:-- In-Unit Laundry- Sheltered parking- Balcony, Deck, Patio- Air conditioned- Fitness facilities- Pool- Dishwasher- Refrigerator","Cable or Satellite,Clubhouse,Dishwasher,Elevator,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,3,"USD","No","Thumbnail","Cats,Dogs",1250,"$1,250","Monthly",600,"1831 East Apache Blvd","Tempe",33.3898,-111.9272,"RentLingo",1577358415,"$56,667","2.13%"
"AZ",5668625171,"housing/rent/apartment","Four BR 10201 W Cordes Road","This unit is located at 10201 W Cordes Road, Tolleson, 85353, AZMonthly rental rates range from $1549We have 4 beds units available for rent Apartment features include:-- Garbage Disposal- Refrigerator- Balcony, Deck, Patio- Overhead fans- Central A / C- Garage - Attached- Microwave- Dishwasher","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,4,"USD","No","Thumbnail","Cats,Dogs",1549,"$1,549","Monthly",2034,"10201 W Cordes Rd","Tolleson",33.4128,-112.2753,"RentLingo",1577359297,"$56,667","2.13%"
"AZ",5668611361,"housing/rent/apartment","One BR 6901 E. Chauncey Lane","Desert Club offers a resort lifestyle right in your own backyard! Swim in the immense pool, cook and relax on the sundeck and chill out in the club house! These uniquely designed homes come with gas ranges, marble counter tops and many are garage-ready! Desert Club is a place perfectly suited for you!","Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1420,"$1,420","Monthly",715,"6901 E Chauncey Ln","Phoenix",33.5178,-112.0848,"RentLingo",1577358412,"$56,667","2.13%"
"AZ",5668611378,"housing/rent/apartment","One BR 411 E. Indian School Road","This unit is located at 411 E. Indian School Road, Phoenix, 85012, AZMonthly rental rates range from $1115 - $1390We have one - two beds units available for rent Apartment features include:-- Fitness facilities- Business facility- Sheltered parking- Fireplace- Pool","Fireplace,Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1115,"$1,115","Monthly",649,"411 E Indian School Rd","Phoenix",33.5178,-112.0848,"RentLingo",1577358414,"$56,667","2.13%"
"AZ",5668625126,"housing/rent/apartment","Three BR 5712 N 63rd Drive","This unit is located at 5712 N 63rd Drive, Glendale, 85301, AZMonthly rental rates range from $1199We have 3 beds units available for rent Apartment features include:-- Microwave- Central A / C- Refrigerator- Garbage Disposal- Balcony, Deck, Patio- Overhead fans- carpeting- Dishwasher","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",1,3,"USD","No","Thumbnail","Cats,Dogs",1199,"$1,199","Monthly",1176,"5712 N 63rd Dr","Glendale",33.5944,-112.1837,"RentLingo",1577359294,"$56,667","2.13%"
"AZ",5668638760,"housing/rent/apartment","Studio apartment 1829 E. Morten Ave.","Cabana at the Pointe is a colorful, fun community at the foot of the Phoenix Mountains. There is a hotel style lobby and receptionist for guests, which make it feel like a resort. To complete the resort feel, the pool has covered cabanas, a fire pit, and barbecue.","Pool",1,0,"USD","No","Thumbnail","Cats,Dogs",879,"$879","Monthly",440,"1829 E Morten Avenue","Phoenix",33.5178,-112.0848,"RentLingo",1577360260,"$56,667","2.13%"
"AZ",5668637182,"housing/rent/apartment","Two BR 340 E Virginia Cir","This unit is located at 340 E Virginia Cir, Phoenix, 85004, AZMonthly rental rates range from $1595We have 2 beds units available for rent","Parking,Refrigerator",1,2,"USD","No","Thumbnail","Cats,Dogs",1595,"$1,595","Monthly",1050,"340 E Virginia Circle","Phoenix",33.5178,-112.0848,"RentLingo",1577360147,"$56,667","2.13%"
"AZ",5668616678,"housing/rent/apartment","Studio apartment 305 E. Benson Highway","This unit is located at 305 E. Benson Highway, Tucson, 85713, AZMonthly rental rates range from $550We have studio units available for rent Apartment features include:-- Electric Included- Air conditioner- Trash Removal Included- Water Included- Surface Parking- On-Site Laundry- Cable Included- Refrigerator","Cable or Satellite,Parking,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",550,"$550","Monthly",455,"305 E Benson Hwy","Tucson",32.2264,-110.9438,"RentLingo",1577358742,"$56,667","2.13%"
"AZ",5668616706,"housing/rent/apartment","Two BR 2350 E Water Street","This unit is located at 2350 E Water Street, Tucson, 85719, AZMonthly rental rates range from $875We have 2 beds units available for rent Apartment features include:-- Public Transportation- On-Site Laundry- Pool- Sheltered parking- Air conditioner- Surface Parking- Garbage Disposal- Refrigerator","Garbage Disposal,Parking,Pool,Refrigerator,View",1,2,"USD","No","Thumbnail","Cats,Dogs",875,"$875","Monthly",867,"2350 E Water St","Tucson",32.2264,-110.9438,"RentLingo",1577358744,"$56,667","2.13%"
"AZ",5668616966,"housing/rent/apartment","Four BR 43316 W Kimberly Street","This unit is located at 43316 W Kimberly Street, Maricopa, 85138, AZMonthly rental rates range from $1799We have 4 beds units available for rent Apartment features include:-- Microwave- Refrigerator- Garage - Attached- Garbage Disposal- Balcony, Deck, Patio- Dishwasher- Overhead fans- Central A / C","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",3,4,"USD","No","Thumbnail","Cats,Dogs",1799,"$1,799","Monthly",3740,"43316 W Kimberly St","Maricopa",32.9749,-112.0905,"RentLingo",1577358760,"$56,667","2.13%"
"AZ",5664577203,"housing/rent/apartment","Four BR 5025 S Mill Avenue","This unit is located at 5025 S Mill Avenue, Tempe, 85282, AZMonthly rental rates range from $1499We have 4 beds units available for rent Apartment available amenities:-- Dishwasher- Garbage Disposal- Overhead fans- Microwave- Central A / C- Refrigerator- Balcony, Deck, Patio- Sheltered parking","Dishwasher,Garbage Disposal,Parking,Patio/Deck,Refrigerator",1,4,"USD","No","Thumbnail","Cats,Dogs",1499,"$1,499","Monthly",1536,"5025 S Mill Ave","Tempe",33.3898,-111.9272,"RentLingo",1577015539,"$56,667","2.13%"
"AZ",5668611343,"housing/rent/apartment","One BR 2323 West Dunlap Avenue","This unit is located at 2323 West Dunlap Avenue, Phoenix, 85021, AZMonthly rental rates range from $895 - $1060We have one - two beds units available for rent Apartment features include:-- Sheltered parking- Fitness facilities- Internet Included- Pool","Internet Access,Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",895,"$895","Monthly",664,"2323 West Dunlap Ave","Phoenix",33.5178,-112.0848,"RentLingo",1577358411,"$56,667","2.13%"
"AZ",5664577218,"housing/rent/apartment","Four BR 8505 N 64th Lane","This unit is located at 8505 N 64th Lane, Glendale, 85302, AZMonthly rental rates range from $1575We have 4 beds units available for rent Apartment available amenities:-- Dishwasher- Garbage Disposal- Central A / C- Overhead fans- Hard wood floors- Refrigerator- Microwave- Balcony, Deck, Patio","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",3,4,"USD","No","Thumbnail","Cats,Dogs",1575,"$1,575","Monthly",2275,"8505 N 64th Ln","Glendale",33.5944,-112.1837,"RentLingo",1577015540,"$56,667","2.13%"
"AZ",5668611373,"housing/rent/apartment","One BR 24250 N 23rd Ave","Aspire at Pinnacle Peak is North Phoenix's premiere apartment complex, combining luxury, convenience and tranquility. The community center will blow you away with a private cinema and daily breakfast every weekday morning. You'll love meeting your new friends and neighbors in the zen garden or relaxing in 1 of the 2 heated, resurfaced crystal blue pools.","Dishwasher,Parking,Patio/Deck",1,1,"USD","No","Thumbnail","Cats,Dogs",1115,"$1,115","Monthly",746,"24250 N 23rd Avenue","Phoenix",33.5178,-112.0848,"RentLingo",1577358413,"$56,667","2.13%"
"AZ",5659901543,"housing/rent/apartment","Three BR 1903 E Balboa Dr","This unit is located at 1903 E Balboa Dr, Tempe, 85282, AZMonthly rental rates range from $2750We have 3 beds units available for rent","Dishwasher,Pool,Refrigerator",2,3,"USD","No","Thumbnail","Dogs",2750,"$2,750","Monthly",1590,"1903 E Balboa Drive","Tempe",33.3898,-111.9272,"RentLingo",1576666644,"$56,667","2.13%"
"AZ",5668625140,"housing/rent/apartment","Studio apartment 27 E 7th Street","This unit is located at 27 E seventh Street, Tempe, 85281, AZMonthly rental rates range from $1240We have studio units available for rent Apartment features include:-- Internet Included- Fitness facilities- Refrigerator- Sheltered parking- Controlled Access- Dishwasher- Garbage Disposal- In-Unit Laundry","Cable or Satellite,Clubhouse,Dishwasher,Elevator,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",1240,"$1,240","Monthly",341,"27 E 7th St","Tempe",33.3898,-111.9272,"RentLingo",1577359295,"$56,667","2.13%"
"AZ",5668623436,"housing/rent/apartment","One BR 625 N. Van Buren","This unit is located at 625 N. Van Buren, Tucson, 85711, AZMonthly rental rates range from $795 - $935We have one - two beds units available for rent Apartment features include:-- On-Site Laundry- Storage- A/c- Controlled Access- Garbage Disposal- Pool- Refrigerator- Balcony, Deck, Patio","Elevator,Garbage Disposal,Patio/Deck,Pool,Refrigerator,Storage",1,1,"USD","No","Thumbnail","Cats,Dogs",795,"$795","Monthly",1020,"625 N Van Buren","Tucson",32.2264,-110.9438,"RentLingo",1577359177,"$56,667","2.13%"
"AZ",5668616683,"housing/rent/apartment","Studio apartment 3020 S. Sixth Ave","This unit is located at 3020 S. 6th Ave, Tucson, 85713, AZMonthly rental rates range from $592We have studio units available for rent Apartment features include:-- Water Included- Refrigerator- Public Transportation- Trash Removal Included- A-c- On-Site Laundry- Furnished- Electric Included","Parking,Refrigerator",1,0,"USD","No","Thumbnail","Cats,Dogs",592,"$592","Monthly",350,"3020 S Sixth Avenue","Tucson",32.2264,-110.9438,"RentLingo",1577358743,"$56,667","2.13%"
"AZ",5668623420,"housing/rent/apartment","One BR 550 N. Pantano Road","This unit is located at 550 N. Pantano Road, Tucson, 85710, AZMonthly rental rates range from $570 - $795We have one - two beds units available for rent Apartment features include:-- On-Site Laundry- On Bus Line- Sheltered parking- Balcony, Deck, Patio- Dishwasher- Fitness facilities- Refrigerator- A/c","Cable or Satellite,Clubhouse,Dishwasher,Garbage Disposal,Hot Tub,Internet Access,Parking,Patio/Deck,Pool,Refrigerator,View",1,1,"USD","No","Thumbnail","Cats,Dogs",570,"$570","Monthly",455,"550 N Pantano Rd","Tucson",32.2276,-110.8226,"RentLingo",1577359176,"$56,667","2.13%"
"AZ",5668617224,"housing/rent/apartment","Three BR 8519 N 55th Avenue","This unit is located at 8519 N 55th Avenue, Glendale, 85302, AZMonthly rental rates range from $1299We have 3 beds units available for rent Apartment features include:-- Balcony, Deck, Patio- Overhead fans- Microwave- Garbage Disposal- Garage - Attached- Dishwasher- Refrigerator- Central A / C","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1299,"$1,299","Monthly",1358,"8519 N 55th Ave","Glendale",33.5944,-112.1837,"RentLingo",1577358777,"$56,667","2.13%"
"AZ",5668616710,"housing/rent/apartment","One BR 951 W. Orange Grove Road","This unit is located at 951 W. Orange Grove Road, Tucson, 85704, AZMonthly rental rates range from $931 - $948We have one - two beds units available for rent Apartment features include:-- Sheltered parking- A/c- Pool- Dishwasher- Fitness facilities- Refrigerator- Balcony, Deck, Patio- In-Unit Laundry","Cable or Satellite,Dishwasher,Internet Access,Parking,Patio/Deck,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",931,"$931","Monthly",754,"951 W Orange Grove Rd","Tucson",32.3229,-110.9864,"RentLingo",1577358745,"$56,667","2.13%"
"AZ",5664577189,"housing/rent/apartment","Three BR 11518 W Columbine Drive","This unit is located at 11518 W Columbine Drive, El Mirage, 85335, AZMonthly rental rates range from $1199We have 3 beds units available for rent Apartment available amenities:-- Garbage Disposal- Dishwasher- Garage - Attached- Overhead fans- Central A / C- Microwave- Balcony, Deck, Patio- Refrigerator","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,3,"USD","No","Thumbnail","Cats,Dogs",1199,"$1,199","Monthly",1208,"11518 W Columbine Dr","El Mirage",33.6135,-112.3177,"RentLingo",1577015537,"$56,667","2.13%"
"AZ",5668616688,"housing/rent/apartment","One BR 2855 W. Anklam Road","This unit is located at 2855 W. Anklam Road, Tucson, 85745, AZMonthly rental rates range from $540 - $785We have one - two beds units available for rent Apartment features include:-- Pool- Refrigerator- Surface Parking- Sheltered parking- On-Site Laundry- Air conditioned- Garbage Disposal- Dishwasher","Basketball,Cable or Satellite,Dishwasher,Garbage Disposal,Internet Access,Parking,Pool,Refrigerator",1,1,"USD","No","Thumbnail","Cats,Dogs",540,"$540","Monthly",380,"2855 W Anklam Rd","Tucson",32.2264,-110.9438,"RentLingo",1577358743,"$56,667","2.13%"
"AZ",5668616952,"housing/rent/apartment","One BR 10847 W Olive Ave","This unit is located at 10847 W Olive Ave, Peoria, 85345, AZMonthly rental rates range from $1020 - $1210We have one - two beds units available for rent Apartment features include:-- Pool- Fitness facilities- Sheltered parking","Parking,Pool",1,1,"USD","No","Thumbnail","Cats,Dogs",1020,"$1,020","Monthly",740,"10847 W Olive Avenue","Peoria",33.6047,-112.2456,"RentLingo",1577358759,"$56,667","2.13%"
"AZ",5664577184,"housing/rent/apartment","Four BR 6124 W Oregon Avenue","This unit is located at 6124 W Oregon Avenue, Glendale, 85301, AZMonthly rental rates range from $1399We have 4 beds units available for rent Apartment available amenities:-- Overhead fans- Central A / C- Garage - Attached- Garbage Disposal- Dishwasher- Balcony, Deck, Patio- carpeting- Refrigerator","Dishwasher,Garbage Disposal,Patio/Deck,Refrigerator",2,4,"USD","No","Thumbnail","Cats,Dogs",1399,"$1,399","Monthly",1913,"6124 W Oregon Ave","Glendale",33.5944,-112.1837,"RentLingo",1577015537,"$56,667","2.13%"
"AZ",5668611365,"housing/rent/apartment","Studio apartment 7725 W Mcdowell Rd","This unit is located at 7725 W Mcdowell Rd, Phoenix, 85035, AZMonthly rental rates range from $875 - $1460We have studio - 3 beds units available for rent Apartment features include:-- Pool- A/c- In-Unit Laundry- Sheltered parking- Fitness facilities","Parking,Pool",1,3,"USD","No","Thumbnail","Cats,Dogs",875,"$875","Monthly",483,"7725 W McDowell Road","Phoenix",33.5178,-112.0848,"RentLingo",1577358412,"$56,667","2.13%"
